"exercicio","Funcao_cod","Funcao_desc","Acao_cod","Acao_desc","ModalidadeAplicacao_cod","ModalidadeAplicacao_desc","ResultadoPrimario_cod","ResultadoPrimario_desc","ploa","loa","loa_mais_credito","empenhado","liquidado","pago","Ano"
"2022","14","Direitos da Cidadania","218B","Políticas de Igualdade e Enfrentamento à Violência contra as Mulheres","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,450000,650000,650000,150000,150000,2022
"2022","26","Transporte","20UC","Estudos, Projetos e Planejamento de Infraestrutura de Transportes","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5e+05,5e+05,5e+05,0,0,2022
"2022","13","Cultura","20ZH","Preservação do Patrimônio Cultural Brasileiro","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4939682,0,0,0,0,2022
"2022","12","Educação","20RL","Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,14624157,19288380,19182426,6980493,4145180,2022
"2022","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","40","Transferências a Municípios","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,92915121,488722,0,0,0,2022
"2022","12","Educação","219V","Apoio ao Funcionamento das Instituições Federais de Educação Superior","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,250000,0,0,0,0,2022
"2022","07","Relações Exteriores","20I5","Serviços Consulares e de Assistência a Brasileiros no Exterior","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,150000,0,0,0,0,2022
"2022","05","Defesa Nacional","20X8","Prestação de Ensino de Graduação e Pós-Graduação do Instituto Tecnológico de Aeronáutica - ITA","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,2e+06,2e+06,1999917,1427731,1427731,2022
"2022","13","Cultura","20ZF","Promoção e Fomento à Cultura Brasileira","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,14833,14833,14833,0,2022
"2022","15","Urbanismo","00SX","Apoio a Projetos de Desenvolvimento Sustentável Local Integrado","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,76265314,141210,0,0,0,2022
"2022","10","Saúde","20YD","Educação e Formação em Saúde","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3672093,0,0,0,0,2022
"2022","08","Assistência Social","219G","Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS)","41","Transferências a Municípios - Fundo a Fundo","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,77400425,197583082,196936845,190781923,190781923,2022
"2022","23","Comércio e Serviços","10V0","Apoio a Projetos de Infraestrutura Turística","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,643696,620344,620344,0,0,2022
"2022","15","Urbanismo","00SX","Apoio a Projetos de Desenvolvimento Sustentável Local Integrado","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,22206,22206,0,0,2022
"2022","15","Urbanismo","00SX","Apoio a Projetos de Desenvolvimento Sustentável Local Integrado","50","Transferências a Instituições Privadas sem Fins Lucrativos","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,16175842,15875842,455842,455842,2022
"2022","08","Assistência Social","2792","Distribuição de Alimentos a Grupos Populacionais Tradicionais e Específicos","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,481765,0,0,0,0,2022
"2022","10","Saúde","21D9","Estruturação dos Serviços de Hematologia e Hemoterapia","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,1991486,1990709,0,0,2022
"2022","14","Direitos da Cidadania","20I7","Promoção da Política Nacional de Justiça","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,250000,0,0,0,0,2022
"2022","05","Defesa Nacional","1211","Implementação de Infraestrutura Básica nos Municípios da Região do Calha Norte","32","Execução Orçamentária Delegada a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,49377935,49377935,0,0,2022
"2022","15","Urbanismo","00T3","Apoio a Sistemas de Transporte Público Coletivo Urbano","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,250000,238856,238856,0,0,2022
"2022","08","Assistência Social","217M","Desenvolvimento Integral na Primeira Infância - Criança Feliz","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,396410,0,0,0,0,2022
"2022","05","Defesa Nacional","1211","Implementação de Infraestrutura Básica nos Municípios da Região do Calha Norte","42","Execução Orçamentária Delegada a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,1392000,1392000,0,0,2022
"2022","10","Saúde","8755","Aperfeiçoamento, Avaliação e Desenvolvimento de Ações e Serviços Especializados em Cardiologia-INC","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1102706,0,0,0,0,2022
"2022","10","Saúde","20YJ","Fortalecimento do Sistema Nacional de Vigilância em Saúde","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,302100,302100,0,0,2022
"2022","18","Gestão Ambiental","1851","Aquisição de Equipamentos e/ou Implantação de Obras de Infraestrutura Hídrica de Pequeno e Médio Vulto","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2031001,0,0,0,0,2022
"2022","15","Urbanismo","10S3","Apoio à Urbanização de Assentamentos Precários","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5e+05,0,0,0,0,2022
"2022","27","Desporto e Lazer","21CK","Promoção e Desenvolvimento do Paradesporto Nacional","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2137840,0,0,0,0,2022
"2022","21","Organização Agrária","211C","Reforma Agrária e Regularização Fundiária","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,127828,127828,107108,107108,107108,2022
"2022","27","Desporto e Lazer","20JO","Promoção e Apoio ao Desenvolvimento do Futebol Masculino e Feminino e Defesa dos Direitos do Torcedor","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2660000,0,0,0,0,2022
"2022","26","Transporte","7XS6","Adequação de Travessia Urbana (Construção de Passarela) em Caruaru - na BR-104/PE","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,2e+06,2e+06,0,0,0,2022
"2022","08","Assistência Social","2798","Aquisição e Distribuição de Alimentos da Agricultura Familiar para Promoção da Segurança Alimentar e Nutricional","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,25419480,0,0,0,0,2022
"2022","18","Gestão Ambiental","20VY","Implementação de Ações de Cidadania e Educação Ambiental","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1243121,250000,0,0,0,2022
"2022","26","Transporte","7XS5","Construção de Contorno Rodoviário em Cacoal - na BR-364/RO","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,1.5e+07,0,0,0,0,2022
"2022","05","Defesa Nacional","156M","Modernização Estratégica e Operacional do Exército Brasileiro","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,971582,971582,971582,0,0,2022
"2022","20","Agricultura","21B6","Assistência Técnica e Extensão Rural","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,5e+05,0,0,0,0,2022
"2022","08","Assistência Social","219G","Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS)","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,14475263,8912042,8373237,0,0,2022
"2022","05","Defesa Nacional","20XR","Capacitação Profissional da Marinha","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,360000,360000,345931,217767,140296,2022
"2022","13","Cultura","20ZH","Preservação do Patrimônio Cultural Brasileiro","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2539682,2400000,7e+05,2e+05,2022
"2022","19","Ciência e Tecnologia","00LV","Formação, Capacitação e Fixação de Recursos Humanos para o Desenvolvimento Científico","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2e+05,9e+05,9e+05,0,0,2022
"2022","23","Comércio e Serviços","10V0","Apoio a Projetos de Infraestrutura Turística","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,350000,2101586,2101586,398525,398525,2022
"2022","20","Agricultura","20Y6","Pesquisa e Desenvolvimento de Tecnologias para a Agropecuária","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,21154,21154,21154,7184,2022
"2022","26","Transporte","7S75","Adequação de Trecho Rodoviário - Entroncamento BR-226 - Entroncamento BR-101 (Reta Tabajara) - na BR-304/RN","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,14191594,14191594,14191594,10970217,10970217,2022
"2022","13","Cultura","20ZH","Preservação do Patrimônio Cultural Brasileiro","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2e+05,2e+05,2e+05,2e+05,2022
"2022","10","Saúde","8535","Estruturação de Unidades de Atenção Especializada em Saúde","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,8355663,21756574,16024800,0,0,2022
"2022","20","Agricultura","20Y0","Fomento à Produção Pesqueira e Aquícola","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1250000,1250000,1250000,1250000,5e+05,2022
"2022","21","Organização Agrária","211A","Consolidação de Assentamentos Rurais","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,10143696,1600000,725000,5e+05,5e+05,2022
"2022","18","Gestão Ambiental","20VR","Conservação e Recuperação de Bacias Hidrográficas","71","Transferências a Consórcios Públicos mediante contrato de rateio","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,1031001,989761,0,0,2022
"2022","08","Assistência Social","20R9","Redução da Demanda por Drogas","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,10300000,10300000,10300000,0,0,2022
"2022","08","Assistência Social","219G","Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS)","30","Transferências a Estados e ao Distrito Federal","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,7338979,0,0,0,0,2022
"2022","26","Transporte","10JQ","Adequação de Trecho Rodoviário - São Francisco do Sul - Jaraguá do Sul - na BR-280/SC","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,237500,237500,237500,0,0,2022
"2022","12","Educação","21B3","Fomento às ações de pesquisa, extensão e inovação nas instituições de ensino de educação profissional e tecnológica","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,4550000,0,0,0,0,2022
"2022","06","Segurança Pública","21BM","Desenvolvimento de Políticas de Segurança Pública, Prevenção e Enfrentamento à Criminalidade","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,9883092,0,0,0,0,2022
"2022","26","Transporte","12KF","Adequação de Trecho Rodoviário - São Miguel do Oeste - Divisa SC/PR - na BR-163/SC","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,237500,237500,237500,237500,237500,2022
"2022","14","Direitos da Cidadania","21AR","Promoção e Defesa de Direitos Humanos para todos","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,48858510,9682,0,0,0,2022
"2022","19","Ciência e Tecnologia","20US","Fomento a Projetos de Pesquisa e Desenvolvimento Científico","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,3e+05,0,0,0,0,2022
"2022","20","Agricultura","20Y1","Desenvolvimento da Cadeia Produtiva Pesqueira","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,1e+05,1e+05,1e+05,1e+05,2022
"2022","14","Direitos da Cidadania","21AS","Fortalecimento da Família","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,350000,0,0,0,0,2022
"2022","23","Comércio e Serviços","10V0","Apoio a Projetos de Infraestrutura Turística","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,1006132,1006132,11900,11900,2022
"2022","12","Educação","0048","Apoio a Entidades de Ensino Superior Não Federais","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,730000,1530000,1030000,0,0,2022
"2022","19","Ciência e Tecnologia","20V6","Fomento à Pesquisa e Desenvolvimento Voltados à Inovação, a Tecnologias Digitais e ao Processo Produtivo","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,750000,630923,372741,365151,2022
"2022","11","Trabalho","20Z1","Qualificação Social e Profissional de Trabalhadores","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1025993,1025993,0,0,0,2022
"2022","12","Educação","15R3","Apoio à Consolidação, Reestruturação e Modernização das Instituições Federais de Ensino Superior","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,271000,1497865,1386321,836513,465066,2022
"2022","26","Transporte","12IW","Adequação de Trecho Rodoviário - Ilhéus - Itabuna - na BR-415/BA","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,957974,957974,0,0,0,2022
"2022","15","Urbanismo","00SX","Apoio a Projetos de Desenvolvimento Sustentável Local Integrado","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,35394,35394,7353,0,2022
"2022","21","Organização Agrária","210T","Promoção da Educação do Campo","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,21895,21895,0,0,2022
"2022","27","Desporto e Lazer","20YA","Preparação de Atletas e Capacitação de Recursos Humanos para o Esporte de Alto Rendimento","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6e+05,4350000,4349652,2958268,2958268,2022
"2022","08","Assistência Social","8458","Apoio à Agricultura Urbana","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,107840,323205,323205,0,0,2022
"2022","06","Segurança Pública","21BM","Desenvolvimento de Políticas de Segurança Pública, Prevenção e Enfrentamento à Criminalidade","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,2500000,3340476,3331204,2100,2100,2022
"2022","08","Assistência Social","2798","Aquisição e Distribuição de Alimentos da Agricultura Familiar para Promoção da Segurança Alimentar e Nutricional","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6547067,0,0,0,0,2022
"2022","26","Transporte","219Z","Conservação e Recuperação de Ativos de Infraestrutura da União","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2e+06,2e+06,2e+06,0,0,2022
"2022","19","Ciência e Tecnologia","6702","Apoio a Projetos e Eventos de Educação, Divulgação e Popularização da Pesquisa e Desenvolvimento","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2e+05,2e+05,0,0,2022
"2022","18","Gestão Ambiental","21A9","Implementação de Programas, Planos e Ações para Melhoria da Qualidade Ambiental Urbana","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,950000,4450000,3350000,0,0,2022
"2022","13","Cultura","20ZH","Preservação do Patrimônio Cultural Brasileiro","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6e+05,3e+05,2e+05,0,0,2022
"2022","11","Trabalho","215F","Fomento e Fortalecimento da Economia Solidária","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,250000,250000,250000,0,0,2022
"2022","10","Saúde","21DA","Modernização de Unidades da Fundação Oswaldo Cruz","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6581191,0,0,0,0,2022
"2022","10","Saúde","8933","Estruturação de Serviços de Atenção às Urgências e Emergências na Rede Assistencial","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6189978,0,0,0,0,2022
"2022","14","Direitos da Cidadania","21AR","Promoção e Defesa de Direitos Humanos para todos","40","Transferências a Municípios","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4680000,6230000,5739571,450000,450000,2022
"2022","05","Defesa Nacional","20XM","Prestação de Ensino Assistencial nos Colégios Militares","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,5e+05,5e+05,499956,499956,499956,2022
"2022","13","Cultura","14U2","Implantação, Instalação e Modernização de Espaços e Equipamentos Culturais","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,350000,387307,287307,0,0,2022
"2022","20","Agricultura","20ZV","Fomento ao Setor Agropecuário","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2898182,2886500,0,0,2022
"2022","14","Direitos da Cidadania","20I7","Promoção da Política Nacional de Justiça","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6900000,10100000,10100000,0,0,2022
"2022","10","Saúde","8305","Atenção de Referência e Pesquisa Clínica em Patologias de Alta Complexidade da Mulher, da Criança e do Adolescente e em Doenças Infecciosas","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,4981513,5304915,5091410,799675,0,2022
"2022","07","Relações Exteriores","20WZ","Promoção Comercial e de Investimentos","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,420000,870000,880130,664629,642874,2022
"2022","10","Saúde","21CJ","Saneamento Básico em Aldeias Indígenas para Prevenção de doenças e Agravos","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1086410,1086410,1061572,0,0,2022
"2022","16","Habitação","00TI","Apoio à Produção Habitacional de Interesse Social","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,551246,551246,0,0,2022
"2022","19","Ciência e Tecnologia","215L","Fomento à Pesquisa e ao Desenvolvimento Científico e Tecnológico","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,236576,182880,10800,10800,2022
"2022","13","Cultura","20ZF","Promoção e Fomento à Cultura Brasileira","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,21204682,62602056,55262682,18504279,17695019,2022
"2022","05","Defesa Nacional","20XE","Manutenção e Modernização de Sistemas de Comando e Controle do Exército","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,750000,750000,747698,747698,613590,2022
"2022","05","Defesa Nacional","21A0","Aprestamento das Forças","30","Transferências a Estados e ao Distrito Federal","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+05,0,0,0,0,2022
"2022","12","Educação","8282","Reestruturação e Modernização das Instituições Federais de Ensino Superior","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,158351492,157452751,157447631,26126726,21914761,2022
"2022","12","Educação","219U","Apoio ao Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,1600000,4548500,4489961,2773487,1534536,2022
"2022","24","Comunicações","20V8","Apoio a Iniciativas e Projetos de Inclusão Digital","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,3524000,3524000,1286000,1286000,2022
"2022","08","Assistência Social","215I","Consolidação da Implantação do Sistema Nacional de Segurança Alimentar e Nutricional - SISAN","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,2e+05,2e+05,2e+05,2e+05,2022
"2022","14","Direitos da Cidadania","21AR","Promoção e Defesa de Direitos Humanos para todos","50","Transferências a Instituições Privadas sem Fins Lucrativos","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,7102174,0,0,0,2022
"2022","18","Gestão Ambiental","21A9","Implementação de Programas, Planos e Ações para Melhoria da Qualidade Ambiental Urbana","71","Transferências a Consórcios Públicos mediante contrato de rateio","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,6e+06,5998000,0,0,2022
"2022","10","Saúde","8581","Estruturação da Rede de Serviços de Atenção Primária à Saúde","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,2140908,7,0,0,0,2022
"2022","27","Desporto e Lazer","00SL","Apoio à Implantação e Modernização de Infraestrutura para Esporte Educacional, Recreativo e de Lazer","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,0,2932389,2932393,18900,18900,2022
"2022","22","Indústria","210E","Promoção do Desenvolvimento Industrial","50","Transferências a Instituições Privadas sem Fins Lucrativos","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,0,150000,150000,0,0,2022
"2022","06","Segurança Pública","20IE","Articulação de Política Pública sobre Drogas","90","Aplicações Diretas","8","Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP",0,644550,0,0,0,0,2022
"2022","06","Segurança Pública","2723","Policiamento, Fiscalização, Combate à Criminalidade e Corrupção","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,6e+05,0,0,0,0,2022
"2022","10","Saúde","4324","Atenção à Saúde de Populações Ribeirinhas e de Áreas Remotas da Região Amazônica mediante Cooperação com a Marinha do Brasil e com o Exército Brasileiro","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2328584,2828448,2205670,631,0,2022
"2022","08","Assistência Social","219G","Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS)","31","Transferências a Estados e ao Distrito Federal - Fundo a Fundo","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1287766,4390600,4390599,2023246,2023246,2022
"2022","23","Comércio e Serviços","210C","Promoção do Desenvolvimento de Micro e Pequenas Empresas, Microeemprendedor Individual, Potencial Empreendedor e Artesanato","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,2736000,0,0,0,0,2022
"2022","05","Defesa Nacional","2E97","Operação do Sistema de Gerenciamento da Amazônia Azul (SisGAAz)","90","Aplicações Diretas","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+06,1e+06,1e+06,1e+06,1e+06,2022
"2022","12","Educação","20RP","Apoio à Infraestrutura para a Educação Básica","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,14520000,14520000,14404349,0,0,2022
"2022","18","Gestão Ambiental","00T5","Apoio à Realização de Estudos, Projetos e Obras dos Entes Federados para Contenção ou Amortecimento de Cheias e Inundações e para Contenção de Erosões Marinhas e Fluviais","40","Transferências a Municípios","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,5e+06,5e+06,5e+06,0,0,2022
"2022","20","Agricultura","20Y6","Pesquisa e Desenvolvimento de Tecnologias para a Agropecuária","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,1e+05,0,0,0,0,2022
"2022","23","Comércio e Serviços","10V0","Apoio a Projetos de Infraestrutura Turística","99","A DEFINIR","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,15519682,0,0,0,0,2022
"2022","26","Transporte","7XJ7","Construção de Contorno Rodoviário em Feira de Santana - na BR-116/BA","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,957973,957973,957973,957973,957973,2022
"2022","08","Assistência Social","219G","Estruturação da Rede de Serviços do Sistema Único de Assistência Social (SUAS)","41","Transferências a Municípios - Fundo a Fundo","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,1329089,99491276,99291276,75599189,75599189,2022
"2022","10","Saúde","4324","Atenção à Saúde de Populações Ribeirinhas e de Áreas Remotas da Região Amazônica mediante Cooperação com a Marinha do Brasil e com o Exército Brasileiro","90","Aplicações Diretas","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,1024061,1024061,645682,0,0,2022
"2022","10","Saúde","21D9","Estruturação dos Serviços de Hematologia e Hemoterapia","41","Transferências a Municípios - Fundo a Fundo","6","Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP",0,704961,271585,271485,271485,271485,2022
"2022","12","Educação","219U","Apoio ao Funcionamento das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica","91","Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos F/S","7","Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP",0,0,1500,1500,470,470,2022
